Business_ID,Business_Name,Business_Description,Industry_Type,Business_Type,Years_in_Operation,Credit_Score,State,District,Employees,Annual_Revenue_Year1,Annual_Revenue_Year2,Annual_Revenue_Year3,Assets_Year1,Assets_Year2,Assets_Year3,Loan_Amount_Year1,Loan_Amount_Year2,Loan_Amount_Year3,Growth_Rate (%),Eligible_Schemes,Scheme_Description,Historical_Scheme_Adoption
1798,PQR Services,A small manufacturing unit producing auto parts.,Textile,Small,13,488,Chhattisgarh,Mumbai,182,516453.3736,22055911.91,23064753.28,12189996.89,16858875.48,8490306.43,8380157.618,6120290.678,7842376.131,44.98818938,Scheme A,Government-backed credit support for IT startups.,No
1799,LMN Industries,A small manufacturing unit producing auto parts.,E-commerce,Medium,28,428,Gujarat,Chennai,72,12273185.36,15822236.2,3413228.589,3540306.583,17534228.7,5433823.768,7001480.923,4567910.101,7144563.025,-4.074569084,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,No
1800,ABC Pvt Ltd,A small manufacturing unit producing auto parts.,Construction,Small,13,555,Chhattisgarh,Delhi,220,7548974.686,44858736.49,5410941.976,13298551.88,2828510.438,17200771.69,8919856.036,3588446.577,2222991.505,0.476843031,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,No
1801,LMN Industries,A family-run textile business making handloom fabrics.,E-commerce,Medium,18,406,Uttar Pradesh,Shimla,230,12993532.76,36778553.89,38602370.4,7245072.191,1568485.828,16342618.72,2491127.133,8819356.532,6273900.053,15.73064995,Scheme A,Low-interest loans for MSMEs in the manufacturing sector.,No
1802,XYZ Enterprises,A family-run textile business making handloom fabrics.,Education,Medium,20,488,Himachal Pradesh,Coimbatore,228,30029911.99,30979880.92,11472102.65,5638101.523,277738.45,17044294.38,226355.1812,2922172.75,4551180.306,22.07156825,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,No
1803,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,E-commerce,Small,15,636,Tamil Nadu,Coimbatore,476,26263076.98,27395875.22,7007573.015,16461704.75,19849459.15,7760210.245,5005974.47,9799125.031,6835540.61,26.45623733,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,No
1804,LMN Industries,A family-run textile business making handloom fabrics.,Textile,Medium,23,696,Goa,Jaipur,4,14301404.95,23453920.11,18880882.14,8568952.729,7120900.615,11239745.3,8756203.204,6503739.172,6332463.787,45.2825668,Scheme D,Government-backed credit support for IT startups.,No
1805,XYZ Enterprises,A growing IT services company specializing in cloud solutions.,Construction,Medium,20,797,Goa,Lucknow,269,44999427.83,14497824.12,4023187.528,4843899.758,4355640.341,10313388.58,3623690.473,2001386.892,2421645.588,20.82432465,Scheme C,Tax benefits for small textile businesses.,No
1806,XYZ Enterprises,A small manufacturing unit producing auto parts.,Food & Beverage,Medium,13,399,Jharkhand,Thiruvananthapuram,301,26820135.37,19571218.34,37373069.69,2336837.98,11858973.56,12822080.57,3180374.14,8440226.268,3339687.387,5.944707904,Scheme B,Government-backed credit support for IT startups.,Yes
1807,PQR Services,A growing IT services company specializing in cloud solutions.,Pharmaceuticals,Medium,17,849,Maharashtra,Agra,131,10070511.67,15793333.6,15889366.99,5423822.388,19948101.27,17925006.07,2076742.515,7243056.845,423601.7104,-2.123363664,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,No
1808,XYZ Enterprises,A small manufacturing unit producing auto parts.,Construction,Small,14,666,Jharkhand,Chandigarh,466,27447941.27,2335571.772,44594415.52,15820861.13,13504731.52,6453807.365,5818601.424,6154847.123,7127309.093,-1.926376096,Scheme C,Subsidized loans for women entrepreneurs in the food industry.,Yes
1809,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Pharmaceuticals,Micro,27,672,Goa,Chandigarh,276,5022280.431,24486188.23,45152693.37,6900131.088,14022894.62,9932404.138,8351139.926,5547112.749,5739638.83,-8.923970141,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1810,PQR Services,A growing IT services company specializing in cloud solutions.,Food & Beverage,Micro,15,494,Haryana,Patna,76,8823024.412,13695735.25,38825110.37,12701941.25,10211957.05,9402980.854,210656.5983,799926.3525,1759579.924,43.66899165,Scheme C,Subsidized loans for women entrepreneurs in the food industry.,No
1811,PQR Services,A family-run textile business making handloom fabrics.,Food & Beverage,Small,21,555,Himachal Pradesh,Pune,353,9320240.123,17261027.44,26035837.49,17850174.22,18257269.33,1569950.97,4124339.57,716513.2949,2924106.318,8.002933395,Scheme A,Low-interest loans for MSMEs in the manufacturing sector.,No
1812,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Construction,Medium,45,892,Maharashtra,Visakhapatnam,153,19906073.66,48212864.41,31268223.33,2562597.386,14563842.12,159350.36,2919055.085,6093383.773,3772613.25,31.1206685,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1813,LMN Industries,A family-run textile business making handloom fabrics.,Construction,Micro,40,327,West Bengal,Chennai,1,27741731.1,36359339.73,48741585.29,1906662.675,18631480.06,4906371.31,1423608.919,6033101.717,3402982.836,7.132355757,Scheme D,Tax benefits for small textile businesses.,No
1814,PQR Services,A small manufacturing unit producing auto parts.,Construction,Small,7,656,West Bengal,Jaipur,389,42052875.15,40177404.88,19309568.05,14181799.51,1774537.898,10693724.42,7769758.421,9792858.809,760586.5652,45.67163388,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,No
1815,PQR Services,A family-run textile business making handloom fabrics.,Education,Micro,30,790,West Bengal,Surat,29,39231222.5,5326322.004,3167716.399,4811499.069,11370536.98,12388476.93,757068.2699,4061214.831,3838039.507,2.291479799,Scheme B,Government-backed credit support for IT startups.,Yes
1816,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Pharmaceuticals,Small,36,553,Jharkhand,Surat,50,8506696.356,10436221.82,42070683.32,2265580.84,18533159.58,15185372.44,7240752.831,8898821.671,5507497.108,17.73687739,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,No
1817,PQR Services,A growing IT services company specializing in cloud solutions.,Automobile,Small,7,652,Uttar Pradesh,Mumbai,97,36532838.62,42922327.63,21352943.1,13541816.97,15668767.92,4205241.468,3761501.861,2241376.111,1208188.901,3.839567256,Scheme C,Tax benefits for small textile businesses.,Yes
1818,LMN Industries,A family-run textile business making handloom fabrics.,Retail,Small,18,706,Karnataka,Shimla,207,30223587.61,41924060.8,38129140.76,11010627.7,7803042.285,17753598.3,7730575.006,9001986.328,903345.3717,4.261059572,Scheme C,Tax benefits for small textile businesses.,Yes
1819,XYZ Enterprises,A family-run textile business making handloom fabrics.,Textile,Small,7,322,Assam,Patna,197,4828004.074,19550709.2,7763451.073,7033836.957,18162334.43,19245005.15,3073959.785,2018377.033,5400801.293,-7.893443935,Scheme A,Low-interest loans for MSMEs in the manufacturing sector.,No
1820,PQR Services,An innovative food processing startup focusing on organic products.,Automobile,Small,12,444,Karnataka,Madurai,187,48041288.75,25619882.31,41432031.78,19560505.8,12793364.33,12840034.23,5959368.489,4279159.894,1637421.806,5.487843921,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,Yes
1821,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Tourism,Micro,25,310,Madhya Pradesh,Ludhiana,251,27648067.37,43529919.81,39049279.36,16289838.82,2695620.437,11458854.45,4024209.608,2405246.524,1006568.559,30.53142944,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1822,LMN Industries,A family-run textile business making handloom fabrics.,Tourism,Small,19,453,Uttarakhand,Lucknow,187,17063541.84,38313037.26,36296348.09,6912455.472,19384898.81,6821596.485,6909837.986,7985008.768,1965180.459,30.80604101,Scheme A,Tax benefits for small textile businesses.,No
1823,XYZ Enterprises,A growing IT services company specializing in cloud solutions.,Construction,Micro,5,880,Jharkhand,Visakhapatnam,482,29064155.09,28983003.8,43404106.77,12839727.63,11968254.91,18692699.95,7271881.938,9028020.137,8261059.766,15.20052016,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,Yes
1824,LMN Industries,A growing IT services company specializing in cloud solutions.,Pharmaceuticals,Medium,49,641,Goa,Vadodara,18,10992756.05,20398387.63,27364272.48,71404.64676,14171415.27,15176748.04,4431802.187,8491053.415,9920545.082,27.72000076,Scheme B,Tax benefits for small textile businesses.,Yes
1825,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,E-commerce,Micro,10,899,Punjab,Panaji,387,5948326.528,644244.3705,26802089.66,568711.7441,3523518.97,1454926.823,8224974.15,1530179.359,661130.1011,9.08726365,Scheme A,Government-backed credit support for IT startups.,Yes
1826,XYZ Enterprises,A growing IT services company specializing in cloud solutions.,Food & Beverage,Small,24,612,Madhya Pradesh,Varanasi,67,48208610.19,39063329.77,14568268.65,5921399.159,4035699.998,19491867.23,6750680.245,1567458.32,1344670.688,44.50877256,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,No
1827,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,Tourism,Medium,42,694,Chhattisgarh,Ranchi,51,41913357.56,4611674.684,30701850.41,13806395.62,15699237.86,3390502.966,8129739.134,728584.1118,5160163.726,9.296050428,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1828,PQR Services,A small manufacturing unit producing auto parts.,Retail,Medium,34,782,Gujarat,Visakhapatnam,252,39743379.76,23636491.75,33854985.53,16430145.32,10594505.14,19325701.64,9721511.636,211411.0917,2249166.019,37.2653265,Scheme C,Subsidized loans for women entrepreneurs in the food industry.,Yes
1829,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Healthcare,Micro,43,434,Himachal Pradesh,Kolkata,265,19614417.76,45107827.79,3188948.786,15459030.87,11587252.18,2746398.9,940728.7923,8823258.728,8570038.062,11.60798047,Scheme A,Government-backed credit support for IT startups.,Yes
1830,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Healthcare,Small,12,592,Assam,Delhi,100,31042298.59,15823592.88,22398847.8,10619505.69,9853675.133,19959396.61,393752.6583,5234024.138,7947699.386,41.05381538,Scheme B,Tax benefits for small textile businesses.,No
1831,LMN Industries,An innovative food processing startup focusing on organic products.,Tourism,Medium,46,800,Maharashtra,Bangalore,88,49479616.1,17903639.86,32418119.34,18210775.27,8404979.565,4191731.775,4113595.46,8800399.262,7368365.885,6.979955248,Scheme B,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1832,XYZ Enterprises,A small manufacturing unit producing auto parts.,Pharmaceuticals,Medium,49,768,Andhra Pradesh,Patna,497,23735503.07,27187126.82,3154407.005,16918105.12,4828392.1,13059041.96,6134241.536,4377489.691,1505015.103,14.70823896,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,Yes
1833,LMN Industries,A small manufacturing unit producing auto parts.,Manufacturing,Medium,9,852,Uttar Pradesh,Shimla,58,16554258.89,37100305.65,13409560.94,19762862.16,13616738.83,5091322.775,7415518.145,3340007.436,3453573.959,0.88622359,Scheme D,Government-backed credit support for IT startups.,No
1834,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Tourism,Small,47,305,Assam,Guwahati,42,21999340.41,46963729.06,33598281.59,17278344.77,5214321.763,13533984.49,6233535.545,9144862.938,2780557.617,22.77405172,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,No
1835,XYZ Enterprises,A family-run textile business making handloom fabrics.,E-commerce,Medium,28,678,Bihar,Nagpur,362,18838960.01,31380444.98,18031473.04,3270747.672,17011394.12,2271133.763,7635302.718,7745220.3,8214948.321,15.11766915,Scheme B,Tax benefits for small textile businesses.,No
1836,LMN Industries,A family-run textile business making handloom fabrics.,Textile,Medium,27,747,Uttar Pradesh,Coimbatore,60,28422292.07,45933565.91,41810678.62,7990306.707,13067937.64,18257302.87,1209732.568,3966820.088,2361073.211,6.999202286,Scheme D,Tax benefits for small textile businesses.,Yes
1837,PQR Services,A family-run textile business making handloom fabrics.,Manufacturing,Micro,44,643,Goa,Ludhiana,286,12886981.74,46773684.1,21146044.79,9509944.889,19010219.34,16396831.75,289115.7751,4538145.831,4037635.582,26.49029679,Scheme C,Government-backed credit support for IT startups.,No
1838,LMN Industries,An innovative food processing startup focusing on organic products.,Healthcare,Medium,16,769,Gujarat,Jaipur,362,37049728.55,4186639.097,15511355.67,4522410.826,15933422.48,4621431.973,2474005.611,6299978.598,8845171.169,42.72695434,Scheme D,Government-backed credit support for IT startups.,Yes
1839,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Textile,Medium,24,750,Jharkhand,Mumbai,89,24308288.46,14957892.81,7839631.779,5264362.02,13311981.01,4335892.731,1271136.236,2146420.189,4768319.162,48.66989459,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1840,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,Retail,Micro,47,681,Delhi,Bangalore,387,41219635.54,4209584.22,11732060.33,7287585.974,14221564.25,2178147.5,204431.9902,5782529.304,98420.26475,42.10021057,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,No
1841,LMN Industries,A small manufacturing unit producing auto parts.,Manufacturing,Medium,18,833,Haryana,Kanpur,273,28624550,21607757.96,26917273.06,14871539.74,9117745.41,15271383.58,4021664.913,4947461.933,9242140.611,21.94706495,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1842,PQR Services,A growing IT services company specializing in cloud solutions.,E-commerce,Small,34,817,Punjab,Ahmedabad,103,46648167.92,37804581.15,28074836.82,10279361.98,9202358.417,11346842.17,6142912.034,148000.9969,8091566.916,13.65036497,Scheme C,Tax benefits for small textile businesses.,No
1843,PQR Services,A small manufacturing unit producing auto parts.,Retail,Medium,22,312,Uttar Pradesh,Dehradun,492,9163858.951,25229367.3,1680764.068,6267829.641,8219701.825,6307230.077,5063365.383,6333422.604,1817528.428,30.61402339,Scheme C,Government-backed credit support for IT startups.,Yes
1844,LMN Industries,A growing IT services company specializing in cloud solutions.,IT Services,Micro,28,396,Odisha,Hyderabad,416,6470291.425,43999013.23,10009814.78,15803334.48,4571697.136,18741079.97,7987831.286,5717668.474,4861591.702,29.29125854,Scheme B,Tax benefits for small textile businesses.,Yes
1845,PQR Services,An innovative food processing startup focusing on organic products.,Food & Beverage,Small,20,684,West Bengal,Shimla,246,14045873.49,6002430.299,19615209.48,7854190.808,11058257.65,11869369.98,4258775.501,2161468.799,8553765.407,4.798550253,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,No
1846,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Manufacturing,Small,11,722,Andhra Pradesh,Bhopal,301,20763827.37,32432765.47,12065756.88,17676325.63,2888407.086,13670076.82,2811396.961,9773827.004,6197506.856,30.89991044,Scheme D,Government-backed credit support for IT startups.,Yes
1847,PQR Services,A family-run textile business making handloom fabrics.,E-commerce,Small,25,869,Madhya Pradesh,Shimla,328,18424490.83,31329748.56,13461091.43,6893764.049,6327254.856,19412965.99,4697413.037,2969669.663,7625681.048,34.55311083,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,Yes
1848,PQR Services,A growing IT services company specializing in cloud solutions.,Manufacturing,Micro,38,592,Jharkhand,Surat,254,9365252.231,9381342.668,38455065.72,5080252.669,5487866.609,5537010.879,7238021.705,2382151.285,3904192.917,-3.738083885,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,Yes
1849,LMN Industries,An innovative food processing startup focusing on organic products.,IT Services,Medium,21,706,Odisha,Kanpur,43,29561368.86,28617357.8,26096214.51,8146859.547,16001009.79,11210682.55,9896981.267,3860228.209,6908649.117,23.8090095,Scheme B,Government-backed credit support for IT startups.,No
1850,XYZ Enterprises,A family-run textile business making handloom fabrics.,Pharmaceuticals,Small,28,840,Assam,Shimla,299,21792020.54,47353065.81,47345362.53,929066.5855,7912480.729,4354740.207,4300330.235,9484554.526,5633918.306,22.35914094,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1851,PQR Services,A small manufacturing unit producing auto parts.,Retail,Small,26,503,Madhya Pradesh,Hyderabad,466,12960305.37,40955326.39,49950269.22,12677777.63,8100170.234,3320007.215,4463302.015,3224826.826,5985005.47,16.31482523,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,Yes
1852,LMN Industries,An innovative food processing startup focusing on organic products.,Pharmaceuticals,Small,24,765,Bihar,Thiruvananthapuram,66,39641696.41,49052830.6,10228224.72,5246129.718,1736569.367,4193766.416,4057785.702,8698875.745,5022696.629,0.402221132,Scheme A,Low-interest loans for MSMEs in the manufacturing sector.,No
1853,PQR Services,A small manufacturing unit producing auto parts.,Manufacturing,Small,29,382,Bihar,Vadodara,158,12032623.48,42460987.78,49098621.6,5258787.175,8105765.975,7970579.805,1166253.233,9684332.895,5443729.138,-8.052805766,Scheme D,Tax benefits for small textile businesses.,Yes
1854,LMN Industries,A growing IT services company specializing in cloud solutions.,Healthcare,Medium,1,554,Uttar Pradesh,Ahmedabad,391,15771859.6,33087538.28,18723065.12,18247259.37,16429502.71,16187601.97,3131861.022,6887284.805,8601077.446,21.84645166,Scheme B,Tax benefits for small textile businesses.,No
1855,LMN Industries,A family-run textile business making handloom fabrics.,Textile,Micro,33,404,Haryana,Nagpur,199,47671857.78,3553326.241,21232314.19,18895725.36,12928655.83,13754646.6,2108703.681,3320853.14,1588939.814,15.87231625,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,Yes
1856,ABC Pvt Ltd,A growing IT services company specializing in cloud solutions.,Pharmaceuticals,Medium,5,553,Bihar,Madurai,16,26431528.42,49895648.19,2121091.227,14003033.08,16864041.49,2272931.868,2849347.889,2723732.013,3683586.616,0.289631623,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1857,LMN Industries,An innovative food processing startup focusing on organic products.,Manufacturing,Micro,32,599,Telangana,Hyderabad,225,30265866.38,18022642.06,49342988.33,9404328.586,1118493.249,18397614.36,3000680.704,8865093.377,3395201.753,-3.662340519,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,No
1858,PQR Services,A growing IT services company specializing in cloud solutions.,Food & Beverage,Small,17,324,Punjab,Delhi,3,5845088.4,46707207.88,23273328.33,12036412.23,11318815.99,11486186.13,5971461.242,9299321.437,318969.5055,23.91798773,Scheme A,Tax benefits for small textile businesses.,No
1859,LMN Industries,A small manufacturing unit producing auto parts.,Manufacturing,Small,17,890,Madhya Pradesh,Ranchi,90,12789357,10187126.07,16725666.08,18202066.63,7749957.073,19930412.84,1196920.859,3806941.053,1808029.376,26.13526488,Scheme A,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1860,XYZ Enterprises,A family-run textile business making handloom fabrics.,Education,Micro,19,708,Goa,Dehradun,287,29860931.52,41226064.54,34205493.2,5836186.657,16003125.08,19478862.34,8735410.998,7178181.397,9190444.366,13.80043856,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,No
1861,XYZ Enterprises,A small manufacturing unit producing auto parts.,Healthcare,Medium,41,763,Odisha,Chandigarh,290,21302320.66,34513334.45,8310641.45,13234454.56,10544381.02,795449.1655,5755301.838,8795964.347,7530973.334,9.090327874,Scheme D,Government-backed credit support for IT startups.,Yes
1862,LMN Industries,A family-run textile business making handloom fabrics.,Tourism,Small,27,757,Himachal Pradesh,Visakhapatnam,148,44454637.59,9142853.05,19210816.29,18638396.8,17285574.68,10934554.66,1018357.445,7681596.68,4000557.817,32.05477573,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1863,PQR Services,A growing IT services company specializing in cloud solutions.,Healthcare,Micro,6,854,Uttarakhand,Nagpur,226,32876893.29,13196100.13,30856711.73,7061855.945,7367407.626,11986244.9,3399927.343,5705131.154,4456088.824,-2.882759747,Scheme B,Government-backed credit support for IT startups.,Yes
1864,XYZ Enterprises,A small manufacturing unit producing auto parts.,Retail,Medium,18,325,Gujarat,Bhopal,72,38725122.26,29326139.85,3322988.091,14078309.55,8602553.6,8711447.037,574669.3751,4631811.599,2759264.059,10.63649578,Scheme C,Tax benefits for small textile businesses.,No
1865,ABC Pvt Ltd,A small manufacturing unit producing auto parts.,E-commerce,Small,30,672,Rajasthan,Lucknow,251,47884811.02,28308342.49,45832391.42,9393313.895,17777517.87,4627714.405,3127579.864,7442408.545,70930.77469,21.8172357,Scheme C,Tax benefits for small textile businesses.,No
1866,PQR Services,A small manufacturing unit producing auto parts.,Retail,Medium,41,415,Karnataka,Kolkata,192,34712564.98,34859630.34,40140917.59,16597925.31,18717825.34,12708794.44,4126870.356,5569187.554,7011839.835,43.62126526,Scheme B,Low-interest loans for MSMEs in the manufacturing sector.,No
1867,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,E-commerce,Small,11,858,Andhra Pradesh,Visakhapatnam,15,19173790.68,5542267.226,13693802.69,10771403.36,5927098.042,3845012.416,2474244.059,3278583.025,2212063.835,35.95401441,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,No
1868,XYZ Enterprises,A small manufacturing unit producing auto parts.,IT Services,Micro,10,499,Bihar,Coimbatore,101,48775337.17,13322749.56,2165554.407,5396124.916,13176289.66,7298431.64,2474058.68,8813723.307,1156592.027,-0.656767482,Scheme A,Subsidized loans for women entrepreneurs in the food industry.,Yes
1869,ABC Pvt Ltd,A small manufacturing unit producing auto parts.,Retail,Medium,41,368,Uttarakhand,Panaji,474,29385189.41,34154935.36,20789197.84,12732939.73,9759346.364,8804836.778,9453489.25,2862161.21,3753772.93,4.574601637,Scheme D,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1870,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Manufacturing,Small,11,463,Rajasthan,Visakhapatnam,248,47258912.25,44428871.88,7852704.722,350028.5259,15682480.17,18141247.82,6613936.197,7336390.671,5396825.098,30.53266544,Scheme B,Tax benefits for small textile businesses.,No
1871,LMN Industries,An innovative food processing startup focusing on organic products.,Education,Medium,12,501,Jharkhand,Madurai,302,43840027.36,44372571.64,714144.133,12969549.8,17481639.39,10502080.16,8551050.49,3673404.155,9662064.698,6.523075618,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,Yes
1872,LMN Industries,A family-run textile business making handloom fabrics.,Retail,Small,19,315,Uttarakhand,Lucknow,99,8663553.369,23798076.82,2884630.288,19245183.46,19420201.79,19823377.76,9121189.174,3140470.325,5949666.683,3.854047408,Scheme C,Tax benefits for small textile businesses.,No
1873,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Pharmaceuticals,Small,14,639,Jharkhand,Ranchi,472,30920244.47,7415289.242,23198845.88,1197909.075,9719381.868,6717064.329,7571733.857,2042254.151,2509519.839,14.83893049,Scheme B,Tax benefits for small textile businesses.,Yes
1874,LMN Industries,A growing IT services company specializing in cloud solutions.,E-commerce,Medium,43,672,Gujarat,Coimbatore,253,28769880.55,45855634.48,18553736.55,5531268.095,1826400.107,4701555.253,2823269.182,3614854.468,397888.4891,3.771151073,Scheme D,Government-backed credit support for IT startups.,Yes
1875,PQR Services,A growing IT services company specializing in cloud solutions.,Manufacturing,Micro,49,482,Goa,Bangalore,233,30537596.74,33331946.61,44031855.4,19158752.43,5705549.955,13319563.22,1488990.641,1788993.912,1997579.234,19.96297985,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,No
1876,LMN Industries,A small manufacturing unit producing auto parts.,Textile,Medium,8,583,Telangana,Panaji,355,36533924.68,49459780.7,34024914.92,13880777.39,9446835.116,1162678.538,2239776.373,1550905.105,5419266.262,6.242405571,Scheme D,Subsidized loans for women entrepreneurs in the food industry.,Yes
1877,ABC Pvt Ltd,A small manufacturing unit producing auto parts.,Tourism,Small,46,725,Rajasthan,Jaipur,475,30630329.88,21459245.64,5010025.552,11027028.83,2048849.822,19751001.89,5084285.727,3366303.901,5112985.43,15.3348043,Scheme D,Tax benefits for small textile businesses.,Yes
1878,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Healthcare,Small,7,403,Bihar,Shimla,377,1951711.179,8270201.09,5075992.289,475893.6329,12470903.94,19532069.28,3402593.075,8909519.201,6224755.209,28.89995986,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,Yes
1879,ABC Pvt Ltd,A family-run textile business making handloom fabrics.,Healthcare,Micro,34,600,Karnataka,Ranchi,485,42196047.86,4261087.493,650429.8455,19669086.28,8475843.004,16639027.31,7587519.071,3898595.848,4208896.616,-0.468724811,Scheme D,Tax benefits for small textile businesses.,No
1880,PQR Services,An innovative food processing startup focusing on organic products.,Healthcare,Micro,28,367,Uttar Pradesh,Bhopal,54,7579066.703,42685000.98,28769015.64,3142969.283,2080776.931,4467196.044,2033201.875,76883.7438,244064.6291,30.9069393,Scheme B,Government-backed credit support for IT startups.,No
1881,ABC Pvt Ltd,A small manufacturing unit producing auto parts.,Textile,Small,27,469,Rajasthan,Ahmedabad,118,41348584.54,17215675.19,8553387.278,2184970.93,10740767.03,15424580.9,3198309.278,9457000.032,1691291.458,24.88301173,Scheme A,Tax benefits for small textile businesses.,Yes
1882,LMN Industries,An innovative food processing startup focusing on organic products.,Food & Beverage,Micro,47,451,Odisha,Shimla,92,49083422.37,22206321.48,40110990.03,14629496.27,7226511.095,1831326.05,1916567.845,2314604.533,5384809.573,16.14581321,Scheme A,Tax benefits for small textile businesses.,No
1883,PQR Services,An innovative food processing startup focusing on organic products.,Automobile,Medium,25,824,Haryana,Delhi,321,1342432.997,24942838.24,9143699.451,11508414.13,4806064.519,6277035.134,2270517.02,3045811.862,2332087.01,24.59089521,Scheme C,Government-backed credit support for IT startups.,Yes
1884,LMN Industries,A growing IT services company specializing in cloud solutions.,Education,Micro,40,698,Telangana,Indore,472,7595618.847,26331153,18455402.66,15516315.21,15891476.52,9894791.66,6546026.462,7386995.902,3565191.608,-9.484078692,Scheme A,Government-backed credit support for IT startups.,Yes
1885,PQR Services,An innovative food processing startup focusing on organic products.,Food & Beverage,Medium,5,754,Telangana,Patna,87,33376359.58,23812361.14,18392849.62,19675462.61,1941411.129,19304221.73,9049223.739,4155627.226,9210677.735,31.74558433,Scheme A,Government-backed credit support for IT startups.,No
1886,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Textile,Small,29,781,Uttarakhand,Kolkata,93,7415681.739,36626799.22,627411.515,10237369.19,406316.1575,10063815.35,8415692.907,2190316.9,822062.163,21.87417353,Scheme C,Low-interest loans for MSMEs in the manufacturing sector.,No
1887,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,E-commerce,Micro,41,819,Assam,Chennai,182,12124615.74,30869961.1,16726005.17,2450617.094,10366816.32,1570237.916,6172133.21,3219120.255,7056875.782,5.007138782,Scheme B,Government-backed credit support for IT startups.,No
1888,ABC Pvt Ltd,An innovative food processing startup focusing on organic products.,Healthcare,Medium,46,736,Uttarakhand,Panaji,345,17020378.64,46710734.58,48698955.96,15028890.19,5588997.637,18164873.63,9371896.616,3627761.061,7425813.403,10.65131684,Scheme B,Tax benefits for small textile businesses.,Yes
1889,LMN Industries,A small manufacturing unit producing auto parts.,Textile,Medium,27,820,Telangana,Varanasi,495,10303672.21,38087879.49,25494406.36,14384326.78,4046789.02,13246127.99,3405506.265,2657643.768,6471933.654,-8.835115227,Scheme B,Subsidized loans for women entrepreneurs in the food industry.,Yes
1890,LMN Industries,A family-run textile business making handloom fabrics.,Automobile,Micro,16,897,Haryana,Indore,327,31875731.46,12622162.08,376240.132,14534394.27,17130289.53,6773598.698,6912594.607,4607264.88,8458743.418,-9.297636482,Scheme D,Government-backed credit support for IT startups.,No
1891,ABC Pvt Ltd,A small manufacturing unit producing auto parts.,Food & Beverage,Small,17,754,Madhya Pradesh,Guwahati,238,6572180.895,45632672.27,2678477.279,10695407.73,15742278.19,3333968.704,8686713.286,366853.0544,7961181.529,23.20650209,Scheme C,Government-backed credit support for IT startups.,Yes
